Sample_series_id,library name,title,source name,organism,molecule,description,processed data file ,raw file,single or paired-end,instrument model,Sample characteristics
GSE212820,2020-10-10_Lars_Doelken,"HSV-1 wt, strain 17, +PAA, replicate 2",NA,human,transposon tagged DNA,WT_plus_PAA_2,WT_plus_PAA_2.bedgraph,WT_plus_PAA_2_R1.fq.gz;WT_plus_PAA_2_R2.fq.gz,paired-end,Illumina NextSeq 500,tissue:human fetal foreskin fibroblasts&&cell line:human fetal foreskin fibroblasts&&treatment:PAA 300ug/ml&&time post infection:10 hpi&&HSV-1 strain:strain 17&&Library Strategy:ATAC-seq&&GEO accession number:GSM5608523&&
GSE212820,2018-10-10_Lars_Doelken,"HSV-1 lacking expression of ICP0, replicate 1",NA,human,transposon tagged DNA,dICP0_1,dICP0_1.bedgraph,dICP0_1_R1.fq.gz;dICP0_1_R2.fq.gz,paired-end,Illumina NextSeq 500,"tissue:human fetal foreskin fibroblasts&&cell line:human fetal foreskin fibroblasts&&time post infection:12 hpi&&HSV-1 strain:strain 17, dl1403&&Library Strategy:ATAC-seq&&GEO accession number:GSM5608524&&"
GSE212820,2018-10-10_Lars_Doelken,"HSV-1 lacking expression of ICP0, replicate 2",NA,human,transposon tagged DNA,dICP0_2,dICP0_2.bedgraph,dICP0_2_R1.fq.gz;dICP0_2_R2.fq.gz,paired-end,Illumina NextSeq 500,"tissue:human fetal foreskin fibroblasts&&cell line:human fetal foreskin fibroblasts&&time post infection:12 hpi&&HSV-1 strain:strain 17, dl1403&&Library Strategy:ATAC-seq&&GEO accession number:GSM5608525&&"
GSE212820,2018-10-10_Lars_Doelken,"HSV-1 lacking expression of ICP22, HSV-1 strain F mutant R325, replicate 1",NA,human,transposon tagged DNA,dICP22_1,dICP22_1.bedgraph,dICP22_1_R1.fq.gz;dICP22_1_R2.fq.gz,paired-end,Illumina NextSeq 500,"tissue:human fetal foreskin fibroblasts&&cell line:human fetal foreskin fibroblasts&&time post infection:12 hpi&&HSV-1 strain:strain F, R325&&Library Strategy:ATAC-seq&&GEO accession number:GSM5608526&&"
GSE212820,2018-10-10_Lars_Doelken,"HSV-1 lacking expression of ICP22, HSV-1 strain F mutant R325, replicate 2",NA,human,transposon tagged DNA,dICP22_2,dICP22_2.bedgraph,dICP22_2_R1.fq.gz;dICP22_2_R2.fq.gz,paired-end,Illumina NextSeq 500,"tissue:human fetal foreskin fibroblasts&&cell line:human fetal foreskin fibroblasts&&time post infection:12 hpi&&HSV-1 strain:strain F, R325&&Library Strategy:ATAC-seq&&GEO accession number:GSM5608527&&"
GSE212820,2018-10-10_Lars_Doelken,"HSV-1 lacking expression of ICP22, HSV-1 strain F mutant R325, replicate 3",NA,human,transposon tagged DNA,dICP22_3,dICP22_3.bedgraph,dICP22_3_R1.fq.gz;dICP22_3_R2.fq.gz,paired-end,Illumina NextSeq 500,"tissue:human fetal foreskin fibroblasts&&cell line:human fetal foreskin fibroblasts&&time post infection:12 hpi&&HSV-1 strain:strain F, R325&&Library Strategy:ATAC-seq&&GEO accession number:GSM5608528&&"
GSE212820,2018-10-10_Lars_Doelken,"HSV-1 lacking expression of ICP22, HSV-1 strain F mutant R325, replicate 4",NA,human,transposon tagged DNA,dICP22_4,dICP22_4.bedgraph,dICP22_4_R1.fq.gz;dICP22_4_R2.fq.gz,paired-end,Illumina NextSeq 500,"tissue:human fetal foreskin fibroblasts&&cell line:human fetal foreskin fibroblasts&&time post infection:12 hpi&&HSV-1 strain:strain F, R325&&Library Strategy:ATAC-seq&&GEO accession number:GSM5608529&&"
GSE212820,2018-10-10_Lars_Doelken,"HSV-1 lacking expression of ICP27, KOS, replicate 1",NA,human,transposon tagged DNA,dICP27_1,dICP27_1.bedgraph,dICP27_1_R1.fq.gz;dICP27_1_R2.fq.gz,paired-end,Illumina NextSeq 500,"tissue:human fetal foreskin fibroblasts&&cell line:human fetal foreskin fibroblasts&&time post infection:8 hpi&&HSV-1 strain:strain KOS, 27LacZ&&Library Strategy:ATAC-seq&&GEO accession number:GSM5608532&&"
GSE212820,2018-10-10_Lars_Doelken,"HSV-1 lacking expression of ICP27, KOS, replicate 2",NA,human,transposon tagged DNA,dICP27_2,dICP27_2.bedgraph,dICP27_2_R1.fq.gz;dICP27_2_R2.fq.gz,paired-end,Illumina NextSeq 500,"tissue:human fetal foreskin fibroblasts&&cell line:human fetal foreskin fibroblasts&&time post infection:8 hpi&&HSV-1 strain:strain KOS, 27LacZ&&Library Strategy:ATAC-seq&&GEO accession number:GSM5608533&&"
GSE212820,2018-10-10_Lars_Doelken,"HSV-1 lacking expression of UL41, replicate 1",NA,human,transposon tagged DNA,dVHS_1,dVHS_1.bedgraph,dVHS_1_R1.fq.gz;dVHS_1_R2.fq.gz,paired-end,Illumina NextSeq 500,"tissue:human fetal foreskin fibroblasts&&cell line:human fetal foreskin fibroblasts&&time post infection:8 hpi&&HSV-1 strain:strain 17, delta-vhs&&Library Strategy:ATAC-seq&&GEO accession number:GSM5608534&&"
GSE212820,2018-10-10_Lars_Doelken,"HSV-1 lacking expression of UL41, replicate 2",NA,human,transposon tagged DNA,dVHS_2,dVHS_2.bedgraph,dVHS_2_R1.fq.gz;dVHS_2_R2.fq.gz,paired-end,Illumina NextSeq 500,"tissue:human fetal foreskin fibroblasts&&cell line:human fetal foreskin fibroblasts&&time post infection:8 hpi&&HSV-1 strain:strain 17, delta-vhs&&Library Strategy:ATAC-seq&&GEO accession number:GSM5608535&&"
GSE212820,2018-10-10_Lars_Doelken,"HSV-1 lacking expression of ICP4, replicate 1",NA,human,transposon tagged DNA,ICP4KO_1,ICP4KO_1.bedgraph,ICP4KO_1_R1.fq.gz;ICP4KO_1_R2.fq.gz,paired-end,Illumina NextSeq 500,"tissue:human fetal foreskin fibroblasts&&cell line:human fetal foreskin fibroblasts&&time post infection:8 hpi&&HSV-1 strain:strain KOS, n12 (delta-ICP4)&&Library Strategy:ATAC-seq&&"
GSE212820,2018-10-10_Lars_Doelken,"HSV-1 lacking expression of ICP4, replicate 2",NA,human,transposon tagged DNA,ICP4KO_2,ICP4KO_2.bedgraph,ICP4KO_2_R1.fq.gz;ICP4KO_2_R2.fq.gz,paired-end,Illumina NextSeq 500,"tissue:human fetal foreskin fibroblasts&&cell line:human fetal foreskin fibroblasts&&time post infection:8 hpi&&HSV-1 strain:strain KOS, n12 (delta-ICP4)&&Library Strategy:ATAC-seq&&"
GSE185246,HSV1_17_WT_8h_PAA_H1_1,"HFFF cells infected with HSV-1 WT (17), 8hpi, PAA treated, histone H1, replicate 1",ChIPmentation,Homo sapiens sapiens,DNA,DNA isolated with Zymo DNA Clean & Concentrator,HSV1_17_WT_8h_PAA_H1_1.bedgraph,210730_M075_V350022578_L02_580_1.fq.gz;210730_M075_V350022578_L02_580_2.fq.gz,NA,NA,"Cell type:Human fetal foreskin fibroblasts&&Treatment :PAA (350 µg/ml)&&Infection:HSV-1 WT, strain 17&&nan:210730_M075_V350022578_L03_580_2.fq.gz&&"
GSE185246,HSV1_17_WT_8h_PAA_H1_2,"HFFF cells infected with HSV-1 WT (17), 8hpi, PAA treated, histone H1, replicate 2",ChIPmentation,Homo sapiens sapiens,DNA,DNA isolated with Zymo DNA Clean & Concentrator,HSV1_17_WT_8h_PAA_H1_2.bedgraph,210730_M075_V350022578_L02_592_1.fq.gz;210730_M075_V350022578_L02_592_2.fq.gz,NA,NA,"Cell type:Human fetal foreskin fibroblasts&&Treatment :PAA (350 µg/ml)&&Infection:HSV-1 WT, strain 17&&nan:210730_M075_V350022578_L03_592_2.fq.gz&&"
GSE185246,HSV1_17_WT_8h_PAA_H3_1,"HFFF cells infected with HSV-1 WT (17), 8hpi, PAA treated, histone H3, replicate 1",ChIPmentation,Homo sapiens sapiens,DNA,DNA isolated with Zymo DNA Clean & Concentrator,HSV1_17_WT_8h_PAA_H3_1.bedgraph,210730_M075_V350022578_L02_576_1.fq.gz;210730_M075_V350022578_L02_576_2.fq.gz,NA,NA,"Cell type:Human fetal foreskin fibroblasts&&Treatment :PAA (350 µg/ml)&&Infection:HSV-1 WT, strain 17&&nan:210730_M075_V350022578_L03_576_2.fq.gz&&"
GSE185246,HSV1_17_WT_8h_PAA_H3_2,"HFFF cells infected with HSV-1 WT (17), 8hpi, PAA treated, histone H3, replicate 2",ChIPmentation,Homo sapiens sapiens,DNA,DNA isolated with Zymo DNA Clean & Concentrator,HSV1_17_WT_8h_PAA_H3_2.bedgraph,210730_M075_V350022578_L02_588_1.fq.gz;210730_M075_V350022578_L02_588_2.fq.gz,NA,NA,"Cell type:Human fetal foreskin fibroblasts&&Treatment :PAA (350 µg/ml)&&Infection:HSV-1 WT, strain 17&&nan:210730_M075_V350022578_L03_588_2.fq.gz&&"
GSE185246,HSV1_17_WT_8h_PAA_H4_1,"HFFF cells infected with HSV-1 WT (17), 8hpi, PAA treated, histone H4, replicate 1",ChIPmentation,Homo sapiens sapiens,DNA,DNA isolated with Zymo DNA Clean & Concentrator,HSV1_17_WT_8h_PAA_H4_1.bedgraph,210730_M075_V350022578_L02_577_1.fq.gz;210730_M075_V350022578_L02_577_2.fq.gz,NA,NA,"Cell type:Human fetal foreskin fibroblasts&&Treatment :PAA (350 µg/ml)&&Infection:HSV-1 WT, strain 17&&nan:210730_M075_V350022578_L03_577_2.fq.gz&&"
GSE185246,HSV1_17_WT_8h_PAA_H4_2,"HFFF cells infected with HSV-1 WT (17), 8hpi, PAA treated, histone H4, replicate 2",ChIPmentation,Homo sapiens sapiens,DNA,DNA isolated with Zymo DNA Clean & Concentrator,HSV1_17_WT_8h_PAA_H4_2.bedgraph,210730_M075_V350022578_L02_589_1.fq.gz;210730_M075_V350022578_L02_589_2.fq.gz,NA,NA,"Cell type:Human fetal foreskin fibroblasts&&Treatment :PAA (350 µg/ml)&&Infection:HSV-1 WT, strain 17&&nan:210730_M075_V350022578_L03_589_2.fq.gz&&"
GSE185246,HSV1_17_WT_8h_PAA_K27_1,"HFFF cells infected with HSV-1 WT (17), 8hpi, PAA treated, histone H3K27me3, replicate 1",ChIPmentation,Homo sapiens sapiens,DNA,DNA isolated with Zymo DNA Clean & Concentrator,HSV1_17_WT_8h_PAA_K27_1.bedgraph,210730_M075_V350022578_L02_579_1.fq.gz;210730_M075_V350022578_L02_579_2.fq.gz,NA,NA,"Cell type:Human fetal foreskin fibroblasts&&Treatment :PAA (350 µg/ml)&&Infection:HSV-1 WT, strain 17&&nan:210730_M075_V350022578_L03_579_2.fq.gz&&"
GSE185246,HSV1_17_WT_8h_PAA_K27_2,"HFFF cells infected with HSV-1 WT (17), 8hpi, PAA treated, histone H3K27me3, replicate 2",ChIPmentation,Homo sapiens sapiens,DNA,DNA isolated with Zymo DNA Clean & Concentrator,HSV1_17_WT_8h_PAA_K27_2.bedgraph,210730_M075_V350022578_L02_591_1.fq.gz;210730_M075_V350022578_L02_591_2.fq.gz,NA,NA,"Cell type:Human fetal foreskin fibroblasts&&Treatment :PAA (350 µg/ml)&&Infection:HSV-1 WT, strain 17&&nan:210730_M075_V350022578_L03_591_2.fq.gz&&"
GSE185246,HSV1_17_WT_8h_PAA_K36_1,"HFFF cells infected with HSV-1 WT (17), 8hpi, PAA treated, histone H3K36me3, replicate 1",ChIPmentation,Homo sapiens sapiens,DNA,DNA isolated with Zymo DNA Clean & Concentrator,HSV1_17_WT_8h_PAA_K36_1.bedgraph,210730_M075_V350022578_L02_578_1.fq.gz;210730_M075_V350022578_L02_578_2.fq.gz,NA,NA,"Cell type:Human fetal foreskin fibroblasts&&Treatment :PAA (350 µg/ml)&&Infection:HSV-1 WT, strain 17&&nan:210730_M075_V350022578_L03_578_2.fq.gz&&"
GSE185246,HSV1_17_WT_8h_PAA_K36_2,"HFFF cells infected with HSV-1 WT (17), 8hpi, PAA treated, histone H3K36me3, replicate 2",ChIPmentation,Homo sapiens sapiens,DNA,DNA isolated with Zymo DNA Clean & Concentrator,HSV1_17_WT_8h_PAA_K36_2.bedgraph,210730_M075_V350022578_L02_590_1.fq.gz;210730_M075_V350022578_L02_590_2.fq.gz,NA,NA,"Cell type:Human fetal foreskin fibroblasts&&Treatment :PAA (350 µg/ml)&&Infection:HSV-1 WT, strain 17&&nan:210730_M075_V350022578_L03_590_2.fq.gz&&"
GSE185246,Mock_8h_PAA_H1_1,"HFFF cells mock infected, PAA treated, histone H1, replicate 1",ChIPmentation,Homo sapiens sapiens,DNA,DNA isolated with Zymo DNA Clean & Concentrator,Mock_8h_PAA_H1_1.bedgraph,210730_M075_V350022578_L02_573_1.fq.gz;210730_M075_V350022578_L02_573_2.fq.gz,NA,NA,Cell type:Human fetal foreskin fibroblasts&&Treatment :PAA (350 µg/ml)&&Infection:mock&&nan:210730_M075_V350022578_L03_573_2.fq.gz&&
GSE185246,Mock_8h_PAA_H1_2,"HFFF cells mock infected, PAA treated, histone H1, replicate 2",ChIPmentation,Homo sapiens sapiens,DNA,DNA isolated with Zymo DNA Clean & Concentrator,Mock_8h_PAA_H1_2.bedgraph,210730_M075_V350022578_L02_586_1.fq.gz;210730_M075_V350022578_L02_586_2.fq.gz,NA,NA,Cell type:Human fetal foreskin fibroblasts&&Treatment :PAA (350 µg/ml)&&Infection:mock&&nan:210730_M075_V350022578_L03_586_2.fq.gz&&
GSE185246,Mock_8h_PAA_H3_1,"HFFF cells mock infected, PAA treated, histone H3, replicate 1",ChIPmentation,Homo sapiens sapiens,DNA,DNA isolated with Zymo DNA Clean & Concentrator,Mock_8h_PAA_H3_1.bedgraph,210730_M075_V350022578_L02_569_1.fq.gz;210730_M075_V350022578_L02_569_2.fq.gz,NA,NA,Cell type:Human fetal foreskin fibroblasts&&Treatment :PAA (350 µg/ml)&&Infection:mock&&nan:210730_M075_V350022578_L03_569_2.fq.gz&&
GSE185246,Mock_8h_PAA_H3_2,"HFFF cells mock infected, PAA treated, histone H3, replicate 2",ChIPmentation,Homo sapiens sapiens,DNA,DNA isolated with Zymo DNA Clean & Concentrator,Mock_8h_PAA_H3_2.bedgraph,210730_M075_V350022578_L02_582_1.fq.gz;210730_M075_V350022578_L02_582_2.fq.gz,NA,NA,Cell type:Human fetal foreskin fibroblasts&&Treatment :PAA (350 µg/ml)&&Infection:mock&&nan:210730_M075_V350022578_L03_582_2.fq.gz&&
GSE185246,Mock_8h_PAA_H4_1,"HFFF cells mock infected, PAA treated, histone H4, replicate 1",ChIPmentation,Homo sapiens sapiens,DNA,DNA isolated with Zymo DNA Clean & Concentrator,Mock_8h_PAA_H4_1.bedgraph,210730_M075_V350022578_L02_570_1.fq.gz;210730_M075_V350022578_L02_570_2.fq.gz,NA,NA,Cell type:Human fetal foreskin fibroblasts&&Treatment :PAA (350 µg/ml)&&Infection:mock&&nan:210730_M075_V350022578_L03_570_2.fq.gz&&
GSE185246,Mock_8h_PAA_H4_2,"HFFF cells mock infected, PAA treated, histone H4, replicate 2",ChIPmentation,Homo sapiens sapiens,DNA,DNA isolated with Zymo DNA Clean & Concentrator,Mock_8h_PAA_H4_2.bedgraph,210730_M075_V350022578_L02_583_1.fq.gz;210730_M075_V350022578_L02_583_2.fq.gz,NA,NA,Cell type:Human fetal foreskin fibroblasts&&Treatment :PAA (350 µg/ml)&&Infection:mock&&nan:210730_M075_V350022578_L03_583_2.fq.gz&&
GSE185246,Mock_8h_PAA_K27_1,"HFFF cells mock infected, PAA treated, histone H3K27me3, replicate 1",ChIPmentation,Homo sapiens sapiens,DNA,DNA isolated with Zymo DNA Clean & Concentrator,Mock_8h_PAA_K27_1.bedgraph,210730_M075_V350022578_L02_572_1.fq.gz;210730_M075_V350022578_L02_572_2.fq.gz,NA,NA,Cell type:Human fetal foreskin fibroblasts&&Treatment :PAA (350 µg/ml)&&Infection:mock&&nan:210730_M075_V350022578_L03_572_2.fq.gz&&
GSE185246,Mock_8h_PAA_K27_2,"HFFF cells mock infected, PAA treated, histone H3K27me3, replicate 2",ChIPmentation,Homo sapiens sapiens,DNA,DNA isolated with Zymo DNA Clean & Concentrator,Mock_8h_PAA_K27_2.bedgraph,210730_M075_V350022578_L02_585_1.fq.gz;210730_M075_V350022578_L02_585_2.fq.gz,NA,NA,Cell type:Human fetal foreskin fibroblasts&&Treatment :PAA (350 µg/ml)&&Infection:mock&&nan:210730_M075_V350022578_L03_585_2.fq.gz&&
GSE185246,Mock_8h_PAA_K36_1,"HFFF cells mock infected, PAA treated, histone H3K36me3, replicate 1",ChIPmentation,Homo sapiens sapiens,DNA,DNA isolated with Zymo DNA Clean & Concentrator,Mock_8h_PAA_K36_1.bedgraph,210730_M075_V350022578_L02_571_1.fq.gz;210730_M075_V350022578_L02_571_2.fq.gz,NA,NA,Cell type:Human fetal foreskin fibroblasts&&Treatment :PAA (350 µg/ml)&&Infection:mock&&nan:210730_M075_V350022578_L03_571_2.fq.gz&&
GSE185246,Mock_8h_PAA_K36_2,"HFFF cells mock infected, PAA treated, histone H3K36me3, replicate 2",ChIPmentation,Homo sapiens sapiens,DNA,DNA isolated with Zymo DNA Clean & Concentrator,Mock_8h_PAA_K36_2.bedgraph,210730_M075_V350022578_L02_584_1.fq.gz;210730_M075_V350022578_L02_584_2.fq.gz,NA,NA,Cell type:Human fetal foreskin fibroblasts&&Treatment :PAA (350 µg/ml)&&Infection:mock&&nan:210730_M075_V350022578_L03_584_2.fq.gz&&
GSE185246,HSV-1_Wt_str_F_H1_1,"HFFF cells infected with HSV-1 WT (F), 8hpi, PAA treated, histone H1, replicate 1",ChIPmentation,Homo sapiens sapiens,DNA,DNA isolated with Zymo DNA Clean & Concentrator,HSV-1_Wt_H1_new_Invitrogen_merged_200827.bedgraph,200823_I66_V300060876_L4_HSV-1_Wt_H1_new_Invitrogen_1.fq.gz;200823_I66_V300060876_L4_HSV-1_Wt_H1_new_Invitrogen_2.fq.gz,NA,NA,"Cell type:Human fetal foreskin fibroblasts&&Treatment :PAA (350 µg/ml)&&Infection:HSV-1 WT, strain F&&nan:200913_I66_V300063186_L2_HSV-1_Wt_H1_new_Invitrogen_2.fq.gz&&"
GSE185246,HSV-1_Wt_str_F_H1_2,"HFFF cells infected with HSV-1 WT (F), 8hpi, PAA treated, histone H1, replicate 2",ChIPmentation,Homo sapiens sapiens,DNA,DNA isolated with Zymo DNA Clean & Concentrator,HSV-1_Wt_str_F_H1_201106_2.bedgraph,428_S1_L002_R1_001.fastq.gz;428_S1_L002_R2_001.fastq.gz,NA,NA,"Cell type:Human fetal foreskin fibroblasts&&Treatment :PAA (350 µg/ml)&&Infection:HSV-1 WT, strain F&&"
GSE185246,ICP22_H1_1,"HFFF cells infected with ΔICP22 (F), 8hpi, PAA treated, histone H1, replicate 1",ChIPmentation,Homo sapiens sapiens,DNA,DNA isolated with Zymo DNA Clean & Concentrator,ICP22_H1_new_Invitrogen_merged_200827.bedgraph,200823_I66_V300060876_L4_ICP22_H1_new_Invitrogen_1.fq.gz;200823_I66_V300060876_L4_ICP22_H1_new_Invitrogen_2.fq.gz,NA,NA,"Cell type:Human fetal foreskin fibroblasts&&Treatment :PAA (350 µg/ml)&&Infection:ΔICP22, strain F&&nan:200913_I66_V300063186_L2_ICP22_H1_new_Invitrogen_2.fq.gz&&"
GSE185246,ICP22_H1_2,"HFFF cells infected with ΔICP22 (F), 8hpi, PAA treated, histone H1, replicate 2",ChIPmentation,Homo sapiens sapiens,DNA,DNA isolated with Zymo DNA Clean & Concentrator,ICP22_H1_201106_2.bedgraph,432_S1_L002_R1_001.fastq.gz;432_S1_L002_R2_001.fastq.gz,NA,NA,"Cell type:Human fetal foreskin fibroblasts&&Treatment :PAA (350 µg/ml)&&Infection:ΔICP22, strain F&&"
GSE185246,MOCK_H1_1,"HFFF cells mock infected, PAA treated, histone H1, replicate 1",ChIPmentation,Homo sapiens sapiens,DNA,DNA isolated with Zymo DNA Clean & Concentrator,MOCK_H1_new_Invitrogen_merged_200827.bedgraph,200823_I66_V300060876_L4_MOCK_H1_new_Invitrogen_1.fq.gz;200823_I66_V300060876_L4_MOCK_H1_new_Invitrogen_2.fq.gz,NA,NA,Cell type:Human fetal foreskin fibroblasts&&Treatment :PAA (350 µg/ml)&&Infection:mock&&nan:210730_M075_V350022578_L03_573_2.fq.gz&&
GSE185246,MOCK_H1_2,"HFFF cells mock infected, PAA treated, histone H1, replicate 2",ChIPmentation,Homo sapiens sapiens,DNA,DNA isolated with Zymo DNA Clean & Concentrator,MOCK_H1_201106_2.bedgraph,424_S1_L002_R1_001.fastq.gz;424_S1_L002_R2_001.fastq.gz,NA,NA,Cell type:Human fetal foreskin fibroblasts&&Treatment :PAA (350 µg/ml)&&Infection:mock&&nan:210730_M075_V350022578_L03_586_2.fq.gz&&
GSE185246,H3_total_mock_1,"HFFF cells mock infected, histone H3, replicate 1",ChIPmentation,Homo sapiens sapiens,DNA,DNA isolated with Zymo DNA Clean & Concentrator,H3_total_mock_180424.bedgraph,MOCK_H3_total_R1.fq.gz;MOCK_H3_total_R2.fq.gz,NA,NA,Cell type:Human fetal foreskin fibroblasts&&Treatment :no treatment&&Infection:mock&&
GSE185246,H3_total_mock_2,"HFFF cells mock infected, histone H3, replicate 2",ChIPmentation,Homo sapiens sapiens,DNA,DNA isolated with Zymo DNA Clean & Concentrator,H3_total_mock_180628.bedgraph,M22_Total_H3_R1.fq.gz;M22_Total_H3_R2.fq.gz,NA,NA,Cell type:Human fetal foreskin fibroblasts&&Treatment :no treatment&&Infection:mock&&
GSE185246,H3_total_WT17_1,"HFFF cells infected with HSV-1 WT (17), histone H3, replicate 1",ChIPmentation,Homo sapiens sapiens,DNA,DNA isolated with Zymo DNA Clean & Concentrator,H3_total_WT17_180424.bedgraph,HSV_1_H3_total_R1.fq.gz;HSV_1_H3_total_R2.fq.gz,NA,NA,"Cell type:Human fetal foreskin fibroblasts&&Treatment :no treatment&&Infection:HSV-1 WT, strain 17&&"
GSE185246,H3_total_WT17_2,"HFFF cells infected with HSV-1 WT (17), histone H3, replicate 2",ChIPmentation,Homo sapiens sapiens,DNA,DNA isolated with Zymo DNA Clean & Concentrator,H3_total_WT17_180628.bedgraph,HSV27_Total_H3_R1.fq.gz;HSV27_Total_H3_R2.fq.gz,NA,NA,"Cell type:Human fetal foreskin fibroblasts&&Treatment :no treatment&&Infection:HSV-1 WT, strain 17&&"
GSE185246,H3K27me3_mock_1,"HFFF cells mock infected, histone H3K27me3, replicate 1",ChIPmentation,Homo sapiens sapiens,DNA,DNA isolated with Zymo DNA Clean & Concentrator,H3K27me3_mock_1.bedgraph,MOCK_H3K27me3_R1.fq.gz;MOCK_H3K27me3_R2.fq.gz,NA,NA,Cell type:Human fetal foreskin fibroblasts&&Treatment :no treatment&&Infection:mock&&
GSE185246,H3K27me3_mock_2,"HFFF cells mock infected, histone H3K27me3, replicate 2",ChIPmentation,Homo sapiens sapiens,DNA,DNA isolated with Zymo DNA Clean & Concentrator,H3K27me3_mock_2.bedgraph,M24_H3K27me3_R1.fq.gz;M24_H3K27me3_R2.fq.gz,NA,NA,Cell type:Human fetal foreskin fibroblasts&&Treatment :no treatment&&Infection:mock&&
GSE185246,H3K27me3_wt_1,"HFFF cells infected with HSV-1 WT (17), histone H3K27me3, replicate 1",ChIPmentation,Homo sapiens sapiens,DNA,DNA isolated with Zymo DNA Clean & Concentrator,H3K27me3_wt_1.bedgraph,HSV_1_H3K27me3_R1.fq.gz;HSV_1_H3K27me3_R2.fq.gz,NA,NA,"Cell type:Human fetal foreskin fibroblasts&&Treatment :no treatment&&Infection:HSV-1 WT, strain 17&&"
GSE185246,H3K27me3_wt_2,"HFFF cells infected with HSV-1 WT (17), histone H3K27me3, replicate 2",ChIPmentation,Homo sapiens sapiens,DNA,DNA isolated with Zymo DNA Clean & Concentrator,H3K27me3_wt_2.bedgraph,HSV29_H3K27me3_R1.fq.gz;HSV29_H3K27me3_R2.fq.gz,NA,NA,"Cell type:Human fetal foreskin fibroblasts&&Treatment :no treatment&&Infection:HSV-1 WT, strain 17&&"
GSE185246,H3K36me3_mock_1,"HFFF cells mock infected, histone H3K36me3, replicate 1",ChIPmentation,Homo sapiens sapiens,DNA,DNA isolated with Zymo DNA Clean & Concentrator,H3K36me3_mock_1.bedgraph,MOCK_H3K36me3_R1.fq.gz;MOCK_H3K36me3_R2.fq.gz,NA,NA,Cell type:Human fetal foreskin fibroblasts&&Treatment :no treatment&&Infection:mock&&
GSE185246,H3K36me3_mock_2,"HFFF cells mock infected, histone H3K36me3, replicate 2",ChIPmentation,Homo sapiens sapiens,DNA,DNA isolated with Zymo DNA Clean & Concentrator,H3K36me3_mock_2.bedgraph,M23_H3K36me3_R1.fq.gz;M23_H3K36me3_R2.fq.gz,NA,NA,Cell type:Human fetal foreskin fibroblasts&&Treatment :no treatment&&Infection:mock&&
GSE185246,H3K36me3_mock_3,"HFFF cells mock infected, histone H3K36me3, replicate 3",ChIPmentation,Homo sapiens sapiens,DNA,DNA isolated with Zymo DNA Clean & Concentrator,H3K36me3_mock_4.bedgraph,M43_H3K36me3_R1.fq.gz;M43_H3K36me3_R2.fq.gz,NA,NA,Cell type:Human fetal foreskin fibroblasts&&Treatment :no treatment&&Infection:mock&&
GSE185246,H3K36me3_wt_1,"HFFF cells infected with HSV-1 WT (17), histone H3K36me3, replicate 1",ChIPmentation,Homo sapiens sapiens,DNA,DNA isolated with Zymo DNA Clean & Concentrator,H3K36me3_wt_1.bedgraph,HSV_1_H3K36me3_R1.fq.gz;HSV_1_H3K36me3_R2.fq.gz,NA,NA,"Cell type:Human fetal foreskin fibroblasts&&Treatment :no treatment&&Infection:HSV-1 WT, strain 17&&"
GSE185246,H3K36me3_wt_2,"HFFF cells infected with HSV-1 WT (17), histone H3K36me3, replicate 2",ChIPmentation,Homo sapiens sapiens,DNA,DNA isolated with Zymo DNA Clean & Concentrator,H3K36me3_wt_2.bedgraph,HSV28_H3K36me3_R1.fq.gz;HSV28_H3K36me3_R2.fq.gz,NA,NA,"Cell type:Human fetal foreskin fibroblasts&&Treatment :no treatment&&Infection:HSV-1 WT, strain 17&&"
GSE185246,H3K36me3_wt_3,"HFFF cells infected with HSV-1 WT (17), histone H3K36me3, replicate 3",ChIPmentation,Homo sapiens sapiens,DNA,DNA isolated with Zymo DNA Clean & Concentrator,H3K36me3_wt_4.bedgraph,HSV48_H3K36me3_R1.fq.gz;HSV48_H3K36me3_R2.fq.gz,NA,NA,"Cell type:Human fetal foreskin fibroblasts&&Treatment :no treatment&&Infection:HSV-1 WT, strain 17&&"
